,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
misplaced,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
miss,0.5624563423640928,0.06250000007573521,0.06250000008896649,0.0625000002225363,0.06250000008350769,0.06250000004568443,0.06250000008217338,0.0625436570373038
missed,0.012500000009302794,0.11250003302568942,0.012500000030842411,0.01250000007736142,0.1125000386452021,0.012504973448751684,0.11250003746220334,0.6124949173006469
missing,0.4389318052075045,0.025000000054203695,0.02500000006359818,0.02500000015943401,0.025000000059868365,0.025000000032678625,0.02500000005878165,0.4110681943639308
mission,0.06250000004676035,0.06250000013192006,0.0625000001539652,0.06250000038595148,0.06250000014528354,0.562360820542318,0.0625000001424534,0.06263917845134807
misstep,0.06250000000597732,0.06250000001685209,0.06250000001976419,0.06250000004957482,0.5624999998761745,0.06250000001016465,0.06250000001824907,0.06250000000324342
mist,0.03125148150041605,0.03125000004816076,0.03125000005636811,0.03125000014131844,0.03125000005311778,0.031276618373619974,0.03125000005215539,0.7812218997748435
mistake,0.1770832158495614,0.09375003160368382,0.010416666705886675,0.010416666765036298,0.2604170397656349,0.09374993485678465,0.09375003690731594,0.26041640754609635
mistaken,0.2812500201759192,0.031250000078116534,0.03125000009149779,0.03125000022933541,0.03125000008621115,0.03129279292188525,0.031250000084596385,0.5312071863324384
mistakes,0.04166666669288297,0.3750001820507081,0.04166666675336961,0.04166666688387788,0.04166666674825904,0.041666666711220185,0.04166666674684098,0.37499981741284133
mistreat,0.0625000000352684,0.06250000009913888,0.06250000011642153,0.0625000002915262,0.0625000001095485,0.06250000005988728,0.06250000010751337,0.5624999991806958
mistreated,0.04166666668739496,0.04166666672510732,0.0416666667352513,0.04166666683856011,0.04166666673121084,0.04166666670192216,0.04166666672999386,0.7083333328505594
mistress,0.02500000001861697,0.025000000052517322,0.22500013712856215,0.025000000154643955,0.025000000058029815,0.2250000152208798,0.025000000056946792,0.4249998473098033
mistresses,0.06250000003812228,0.06250000010733922,0.06250000012574364,0.06250000031530609,0.06250000011846649,0.06250000006468305,0.06250000011624761,0.5624999991140915
mistrust,0.04166666668683592,0.04166666672352837,0.041666666733313464,0.04166666683381861,0.04166666672944037,0.041666666700937834,0.041666666728301244,0.708333332863824
misty,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
misunderstood,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
mitigated,0.06250000001042742,0.06250000002935131,0.06250000003443781,0.06250000008637782,0.0625000000324593,0.5624999997694712,0.06250000003181579,0.06250000000565932
mix,0.04166666668605374,0.04166666672128086,0.04166666673075851,0.041666666827301135,0.04166666672699618,0.041666666699623434,0.04166666672590741,0.7083333328820787
mix-,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
mixed,0.11249983047898197,0.11250005569907144,0.1125000699135624,0.012500000113384613,0.01250000004255386,0.4125002893049851,0.012500000041759527,0.21249975440570115
mixedup,0.06250000000597732,0.06250000001685209,0.06250000001976419,0.06250000004957482,0.5624999998761745,0.06250000001016465,0.06250000001824907,0.06250000000324342
mixture,0.041666666694755175,0.0416666667458023,0.0416666667595526,0.04166666689956726,0.04166666675414936,0.37500009572165177,0.04166666675246149,0.3749999036720601
mixup,0.041666666669936965,0.041666666675897975,0.04166666667749423,0.041666666693834925,0.7083333332655016,0.04166666667223225,0.04166666667666372,0.041666666668438386
mler,0.04166666669202037,0.041666666738173555,0.04166666675032634,0.0416666668763588,0.04166666674552208,0.04172372387935833,0.041666666744012246,0.7082762755742283
mlers,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
mmor,0.7812444183181442,0.03125000002641507,0.031250000031025,0.03125000007773094,0.03125000002916879,0.031250000015930715,0.031250000028654364,0.031255581472931004
mmors,0.1476363242748593,0.041666666780315026,0.0416666668000355,0.04166666700064734,0.04166666679200716,0.0416666667351612,0.041666666789950804,0.6023636748270237
mn,0.041669829658902174,0.041666666726903626,0.0416666667373088,0.041666666843747924,0.04166666673318564,0.04166666670298762,0.04166666673197667,0.7083301698649875
mnning,0.708321408481995,0.04166666670372875,0.0416666667101448,0.04166666677555143,0.041666666707522323,0.04166666668900075,0.041666666706823785,0.0416785912252331
moan,0.5312501078700193,0.031250000071192226,0.03125000008361559,0.03125000020948428,0.03125000007868172,0.03125000004295087,0.031250000077296315,0.2812498915667597
mobility,0.04166666669221156,0.04166666673876214,0.041666666751017434,0.04166666687811848,0.04166666674618645,0.041723723879723125,0.04166666674463922,0.7082762755693416
mock,0.04166666669580438,0.37500020681471746,0.04166666676290988,0.04166666690810987,0.0416666667573381,0.041666666716150075,0.04166666675562886,0.37499979258934124
mocked,0.06250000000597732,0.06250000001685209,0.06250000001976419,0.06250000004957482,0.5624999998761745,0.06250000001016465,0.06250000001824907,0.06250000000324342
mockery,0.031250000017575,0.03125000004959511,0.03125000005816253,0.03125000014589409,0.2812501237304471,0.031250000029902074,0.03125000005379057,0.5312498759146336
mocking,0.3750000471099865,0.041666666763724707,0.04166666678064973,0.04166666695216169,0.04166666677393607,0.041666666725229805,0.04166666677203547,0.374999952122276
models,0.6250001376704947,0.025000000051365823,0.025000000060303156,0.025000000151190655,0.025000000056778653,0.025000000030994486,0.025000000055693982,0.22499986192317856
modem,0.562499999588452,0.06250000005080945,0.06250000005964192,0.06250000014938498,0.06250000005615673,0.062500000030657,0.06250000005508795,0.06250000000981003
moderate,0.06251155120438665,0.06250000011863072,0.06250000013893899,0.0625000003482954,0.06250000013086551,0.0625000000714732,0.06250000012862593,0.5624884478587836
moderated,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
modern,0.18749989014016868,0.18750015536024153,0.020833333414814106,0.02083333353772569,0.1875001741925376,0.1875000291151177,0.020833333408591965,0.1874997508308028
modernization,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
modest,0.025000000008514538,0.02500000002403974,0.02500000002822443,0.02500000007078583,0.22499999199153928,0.2249998899412655,0.42500011793101694,0.025000000004613897
modesty,0.06250000000597732,0.06250000001685209,0.06250000001976419,0.06250000004957482,0.5624999998761745,0.06250000001016465,0.06250000001824907,0.06250000000324342
modifications,0.562499999588452,0.06250000005080945,0.06250000005964192,0.06250000014938498,0.06250000005615673,0.062500000030657,0.06250000005508795,0.06250000000981003
modified,0.06250000000597732,0.06250000001685209,0.06250000001976419,0.06250000004957482,0.5624999998761745,0.06250000001016465,0.06250000001824907,0.06250000000324342
modify,0.06250000000620352,0.06250000001747945,0.5624999998726282,0.06250000005150781,0.0625000000193109,0.06250000001055217,0.06250000001895288,0.062500000003365
moist,0.22499994007037355,0.2250001999133422,0.025000000094780202,0.02500000023781378,0.025000000089278097,0.22500006998164448,0.025000000087632604,0.2249997895251352
moistening,0.06250000001051889,0.06250000002962332,0.06250000003479468,0.06250000008713733,0.06250000003271283,0.5624999997673799,0.06250000003211321,0.0625000000057199
mold,0.06250000000620352,0.06250000001747945,0.5624999998726282,0.06250000005150781,0.0625000000193109,0.06250000001055217,0.06250000001895288,0.062500000003365
molded,0.0416666666856349,0.0416666667201131,0.041666666729391344,0.04166666682385654,0.04166666672570787,0.04166666669891111,0.04166666672468844,0.7083333328916968
moldy,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
moles,0.06250000003179126,0.06250000008943807,0.06250000010497701,0.062500000263059,0.06250000009885068,0.06250000005403487,0.06250000009696238,0.5624999992608867
molest,0.06250000001042742,0.06250000002935131,0.06250000003443781,0.06250000008637782,0.0625000000324593,0.5624999997694712,0.06250000003181579,0.06250000000565932
momentaneous,0.5624999995183712,0.06250000005958069,0.0625000000697597,0.06250000017483918,0.06250000006564985,0.06250000003589339,0.06250000006443539,0.06250000001147085
momentarily,0.04166666669707325,0.0416666667522695,0.04166666676718227,0.04166666691854539,0.04166666676128124,0.3750001073521441,0.04166666675949548,0.37499989199200884
momentary,0.3750000377653331,0.04166666676961837,0.04166666678753523,0.04166666696965493,0.04166666678045164,0.041666666728814354,0.041666666778302025,0.3749999614202904
moments,0.11320581700113307,0.012500000028176729,0.012500000033066646,0.012500000082927322,0.11250005939634801,0.012500000016983854,0.012500000030548226,0.7117941234108162
mondays,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
monkey,0.5312499928036408,0.03125000003980689,0.03125000004673896,0.03125000011717876,0.03125000004398351,0.2812500068978425,0.03125000004316488,0.03125000000764381
monkeys,0.37499988724167904,0.04166666671566313,0.0416666667241433,0.04166666681085839,0.37500011241555853,0.04166666669623411,0.04166666671978009,0.04166666667608359
monkshood,0.06250000001042742,0.06250000002935131,0.06250000003443781,0.06250000008637782,0.0625000000324593,0.5624999997694712,0.06250000003181579,0.06250000000565932
monolithic,0.06250000001042742,0.06250000002935131,0.06250000003443781,0.06250000008637782,0.0625000000324593,0.5624999997694712,0.06250000003181579,0.06250000000565932
monologues,0.37499988724167904,0.04166666671566313,0.0416666667241433,0.04166666681085839,0.37500011241555853,0.04166666669623411,0.04166666671978009,0.04166666667608359
monotonous,0.06250000000620352,0.06250000001747945,0.5624999998726282,0.06250000005150781,0.0625000000193109,0.06250000001055217,0.06250000001895288,0.062500000003365
monster,0.04166666668233777,0.04166666671091066,0.041666666718369175,0.04166666679628764,0.0416666667154195,0.7082956053751353,0.041666666714479605,0.0417043942870606
monsters,0.041666666672421276,0.04166666668289335,0.041666666685728035,0.04166666671441964,0.04166666668458688,0.7083333332059019,0.0416666666842582,0.0416666666697907
month,0.21560615018341572,0.3125003106600957,0.012500000035655271,0.012500000089441372,0.012500000033581841,0.012507784927255041,0.012500000032956239,0.4093857540375988
monthly,0.562499999588452,0.06250000005080945,0.06250000005964192,0.06250000014938498,0.06250000005615673,0.062500000030657,0.06250000005508795,0.06250000000981003
montiel,0.06251155120438665,0.06250000011863072,0.06250000013893899,0.0625000003482954,0.06250000013086551,0.0625000000714732,0.06250000012862593,0.5624884478587836
montparnasse,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
monumental,0.22499992740416064,0.22500015893155603,0.025000000076266984,0.025000000191191155,0.025000000071774685,0.025000000039186118,0.025000000070432914,0.4249999132154314
mood,0.18749993438308038,0.020833333379829847,0.18750012321858395,0.020833333470222492,0.02083333338472521,0.020833333361382492,0.020833333383752137,0.5208332754184234
moon,0.5624999994726286,0.06250000006509,0.06250000007642637,0.06250000019152394,0.0625000000719273,0.06250000003928717,0.06250000007059117,0.06250000001252534
moonlit,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
moorish,0.0625000000352684,0.06250000009913888,0.06250000011642153,0.0625000002915262,0.0625000001095485,0.06250000005988728,0.06250000010751337,0.5624999991806958
moors,0.06250000003179126,0.06250000008943807,0.06250000010497701,0.062500000263059,0.06250000009885068,0.06250000005403487,0.06250000009696238,0.5624999992608867
mopped,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
moral,0.025000000022334812,0.22500013129240934,0.22500015851746305,0.025000000185433625,0.025000000069616155,0.22500000939455342,0.02500000006836471,0.22499970044982487
morality,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
morass,0.06250000000620352,0.06250000001747945,0.5624999998726282,0.06250000005150781,0.0625000000193109,0.06250000001055217,0.06250000001895288,0.062500000003365
mornings,0.025000000016991354,0.025000000047933523,0.025000000056265247,0.02500000014112242,0.22500007894385005,0.02500000002892413,0.4250003123294245,0.2249996084354889
mortal,0.020833333351683664,0.1875000955324763,0.18750011624251472,0.02083333348557595,0.02083333339051653,0.02086186194535345,0.18750010562961955,0.3541378204222598
mortals,0.37500004533172787,0.04166666677683241,0.0416666667959219,0.04166666699074989,0.04166666678835294,0.04166666673311818,0.04166666678617059,0.37499995379712625
mortar,0.22499991178197803,0.025000000087190305,0.22500025686837155,0.025000000256773357,0.025000000096350533,0.2250000747384467,0.025000000094544457,0.22499975607634495
mortgage,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
mortification,0.031250000017839584,0.031250000050331524,0.28125013337907323,0.03125000014819494,0.03125000005564043,0.031250000030380747,0.03125000005456869,0.5312498662639707
mortifications,0.04166666669160148,0.041666666737005684,0.04166666674895904,0.04166666687291386,0.04166666674423364,0.04172372387871218,0.04166666674279315,0.7082762755837809
moscotes,0.031250000005272095,0.28124995682043386,0.03125000001745849,0.03125000004383277,0.5312500430850533,0.03125000000897244,0.03125000001612286,0.03125000000285432
mosque,0.0625000000352684,0.06250000009913888,0.06250000011642153,0.0625000002915262,0.0625000001095485,0.06250000005988728,0.06250000010751337,0.5624999991806958
mosquito,0.0208354858235295,0.020833333366928206,0.020833333372714796,0.020833333432103165,0.18750007487703185,0.020833333353569128,0.020833333369766588,0.6874977724043567
mosquitoes,0.390625049655047,0.015625000039590647,0.015625000046376677,0.0156250001163222,0.015625000043680226,0.015638309163203412,0.14062508793084383,0.390611553004936
moss,0.1874998877557307,0.020833333392189193,0.18750015199215284,0.02083333350657858,0.1875001419843467,0.020833333368824387,0.020833333397126414,0.35416648460305117
mothballs,0.04166666666976348,0.7083333332682152,0.04166666667690965,0.04166666669238804,0.041666666676317354,0.04166666667193292,0.041666666676128256,0.04166666666834504
motheaten,0.04166666668680395,0.041666666723448334,0.04166666673338738,0.04166666683380216,0.04166666672943095,0.04166666670096274,0.041666666728226956,0.7083333328639376
mothers,0.191908403489484,0.020833333379299577,0.02083333338719946,0.020833333468414875,0.02083333338403973,0.020833333361017406,0.020833333383139866,0.6830915961474051
moths,0.01136363637213131,0.10227274808750494,0.011363636391818518,0.011363636434299156,0.19318196633131784,0.10227267615804925,0.011363636389654713,0.5568180638352243
motilon,0.5624999995183712,0.06250000005958069,0.0625000000697597,0.06250000017483918,0.06250000006564985,0.06250000003589339,0.06250000006443539,0.06250000001147085
motion,0.03125000002146259,0.031250000060541835,0.03125000007094124,0.031250000177978035,0.531250424806121,0.03125000003646445,0.03125000006557034,0.2812495747609205
motionless,0.28409088355941575,0.01136363638977578,0.011363636394324384,0.011363636440595844,0.011363636392523791,0.37500018798809825,0.011363636391992627,0.28409074644327353
motive,0.22499998611162775,0.025000000060879674,0.025000000071282683,0.02500000017874464,0.02500000006713414,0.025021294661340295,0.0250000000658835,0.6249787187831073
motives,0.7812499998416175,0.03125000001955107,0.03125000002295327,0.031250000057521626,0.0312500000216108,0.0312500000117885,0.03125000002119912,0.031250000003758396
motley,0.025000000017058478,0.22500009464032394,0.025000000056501787,0.025000000141706318,0.22500010687305658,0.025000000029032837,0.025000000052171074,0.42499979819014905
motto,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
mountain,0.7083333330630658,0.04166666670002394,0.04166666670581912,0.04166666676484377,0.04166666670353309,0.04166666668679738,0.04166666670284133,0.04166666667307545
mountains,0.6025947341361718,0.00892857145138984,0.008928571455327534,0.008928571495703877,0.08035716788916396,0.008928571442317375,0.08035716705837696,0.20097664507154855
mounted,0.28124987480263464,0.031250000052745516,0.03125000006182452,0.031250000155080976,0.03125000005820552,0.28125000540078987,0.2812501194585954,0.0312500000101235
mourn,0.06250000003374016,0.06250000009487813,0.06250000011143321,0.06250000027895809,0.0625000001048479,0.06250000005728822,0.06250000010306578,0.5624999992157885
mourners,0.06250000004676852,0.06250000013194311,0.06250000015399211,0.06250000038601893,0.06250000014530892,0.562359636917827,0.06250000014247829,0.06264036207566308
mournful,0.19734072189249224,0.015625000031395143,0.01562500003686315,0.01562500009240631,0.015625000034678153,0.015625000018931214,0.015625000034053673,0.7089092778591801
mourning,0.33206986964677937,0.16447385619707744,0.00657894738992138,0.006578947422365456,0.059210530545822086,0.07672444270514929,0.006578947388293953,0.3477844587045911
mouse,0.06250000000620352,0.06250000001747945,0.5624999998726282,0.06250000005150781,0.0625000000193109,0.06250000001055217,0.06250000001895288,0.062500000003365
mouth,0.23054113567194082,0.1011905390558569,0.00595238097107668,0.0059523809992838295,0.19642880224018183,0.11356662167613728,0.005952380969653288,0.34041575841586946
mouthful,0.06250000003374016,0.06250000009487813,0.06250000011143321,0.06250000027895809,0.0625000001048479,0.06250000005728822,0.06250000010306578,0.5624999992157885
mouths,0.03125237249290248,0.03125000006603793,0.03125000007723054,0.031250000193701326,0.28125017747071723,0.031292793167499854,0.031250000071448604,0.531204656460462
move,0.3299256176340717,0.17361127550920083,0.118055654606157,0.006944444498540587,0.0624999933895691,0.006947675048414455,0.006944444464364353,0.29507089484968196
moved,0.5479588215979994,0.008333333354436175,0.008333333358096658,0.00833333339545992,0.008333333356650175,0.07499994486389468,0.1416667891079839,0.20204111096547914
movement,0.3750000409832694,0.04166666676401775,0.04166666678091581,0.04166666695314514,0.041666666774270375,0.04166666672544488,0.041666666772219585,0.3749999582467171
movements,0.0625000000359659,0.06250000010128619,0.06250000011894281,0.06250000029794597,0.06250000011197229,0.06250000006118246,0.06250000010980078,0.5624999991629036
movie,0.562499999588452,0.06250000005080945,0.06250000005964192,0.06250000014938498,0.06250000005615673,0.062500000030657,0.06250000005508795,0.06250000000981003
movies,0.741666865745114,0.008333333352529825,0.0083333333558807,0.008333333389847729,0.008333333354550528,0.00833333334490785,0.14166677224002466,0.07499969521714481
moving,0.44642209004138605,0.01785714288694187,0.1607143194813273,0.01785714294488344,0.16071431586443083,0.017857142875106993,0.16071431484058116,0.017863531065342355
mst,0.031250000012696885,0.03125000003580255,0.03125000004201388,0.03125000010535345,0.03125000003956058,0.03125000002160501,0.03125000003882692,0.7812499997041408
msted,0.37497073073466375,0.04166666672876796,0.37500016414892834,0.04166666684932093,0.04166666673517058,0.04166666670411592,0.04166666673404237,0.04169577136498991
mud,0.18140887109583156,0.0078125000219922,0.2578128491144249,0.007812500064715674,0.132812608848241,0.1593616138195053,0.007812500023841795,0.2451665570114476
muddied,0.06250000000591627,0.06250000001666006,0.06250000001955255,0.06250000004904599,0.06250000001840293,0.0625000000100526,0.5624999998771517,0.06250000000321784
muddled,0.04167436747595735,0.04166666675735459,0.3750002690047962,0.04166666693314997,0.041666666766732086,0.04166666672129805,0.041666666765000346,0.37499202957571137
muddy,0.025000000018445243,0.025000000052033584,0.2250001352304191,0.02500000015312061,0.02500000005747127,0.22500001424142588,0.025000000056430275,0.4249998501906541
mug,0.35268467780312496,0.015625000029484033,0.015625000034603338,0.015625000086729384,0.01562500003255291,0.015625000017774924,0.015625000031958335,0.5535653219637721
mugs,0.04166666669729341,0.04166666675301635,0.04166666676793927,0.04166666692066223,0.041666666762050664,0.37500010855123456,0.04166666676033007,0.3749998907874735
mulatto,0.01562500000840234,0.015625000023713434,0.015625000027841614,0.0156250000698247,0.015625000026211422,0.26562505385009605,0.015625000025714403,0.640624945968196
mule,0.08653825109190257,0.08653848702840147,0.16346174477083286,0.009615384708200569,0.16346173141830622,0.16346157146822746,0.009615384649555034,0.3173074448645737
muleback,0.5624563423640573,0.06250000007573521,0.06250000008896649,0.0625000002225363,0.06250000008350769,0.06250000004568443,0.06250000008217338,0.0625436570373393
mules,0.5208334365538635,0.18750011895421487,0.020833333396229652,0.020833333491027083,0.02083333339253565,0.02083333336565594,0.020833333391424555,0.1874997774550488
mulled,0.5624999995407701,0.06250000005668907,0.06250000006649724,0.06250000016675925,0.06250000006265541,0.06250000003423298,0.06250000006146754,0.06250000001092842
multiple,0.7083333330756028,0.04166666669851397,0.041666666703991946,0.04166666676027089,0.0416666667018126,0.04166666668586722,0.04166666670115418,0.04166666667278643
multiplied,0.06250000003812228,0.06250000010733922,0.06250000012574364,0.06250000031530609,0.06250000011846649,0.06250000006468305,0.06250000011624761,0.5624999991140915
multitude,0.06250000005740365,0.06250000016194691,0.06250000018900985,0.06250000047379951,0.06250000017835212,0.06271164562772737,0.06250000017487779,0.5622883531368827
multiuse,0.5624999995407701,0.06250000005668907,0.06250000006649724,0.06250000016675925,0.06250000006265541,0.06250000003423298,0.06250000006146754,0.06250000001092842
mumbled,0.06250000003374016,0.06250000009487813,0.06250000011143321,0.06250000027895809,0.0625000001048479,0.06250000005728822,0.06250000010306578,0.5624999992157885
mumbling,0.04166666669288297,0.3750001820507081,0.04166666675336961,0.04166666688387788,0.04166666674825904,0.041666666711220185,0.04166666674684098,0.37499981741284133
mummified,0.04166666669735439,0.041666666753197676,0.04166666676817718,0.04166666692116856,0.041666666762219695,0.3750001084294969,0.04166666676052837,0.3749998909078573
municipal,0.041672996673985656,0.04166666673165645,0.04166666674278833,0.041666666857546136,0.0416666667383629,0.041666666705807265,0.04166666673713528,0.708327002812718
municipality,0.06251155120438665,0.06250000011863072,0.06250000013893899,0.0625000003482954,0.06250000013086551,0.0625000000714732,0.06250000012862593,0.5624884478587836
munitions,0.5624999995183712,0.06250000005958069,0.0625000000697597,0.06250000017483918,0.06250000006564985,0.06250000003589339,0.06250000006443539,0.06250000001147085
murder,0.28124995912109646,0.28125023537677796,0.031250000107016396,0.03125000026845613,0.03125000010078264,0.03125000005501339,0.031250000098893484,0.2812498048719635
murdered,0.5624999995183712,0.06250000005958069,0.0625000000697597,0.06250000017483918,0.06250000006564985,0.06250000003589339,0.06250000006443539,0.06250000001147085
murderer,0.041666666701952446,0.04166666676631638,0.041666666782978166,0.04166666695831405,0.04166666677641655,0.09091916657685062,0.041666666774277515,0.6590808326628943
murderers,0.5624563423640931,0.06250000007573522,0.0625000000889665,0.06250000022253631,0.0625000000835077,0.06250000004568444,0.0625000000821734,0.06254365703730344
muriatic,0.041666666694755175,0.0416666667458023,0.0416666667595526,0.04166666689956726,0.04166666675414936,0.37500009572165177,0.04166666675246149,0.3749999036720601
murmur,0.3750000492795254,0.04166666677191648,0.04166666679022634,0.0416666669764031,0.04166666678301811,0.04166666673020993,0.04166666678077851,0.3749999498879221
murmured,0.2649486098284908,0.00892857145697024,0.08035717921396553,0.008928571512121716,0.08035717569506787,0.09616521492228114,0.15178588808573282,0.30852878928536986
murmuring,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
murmurs,0.041666666695481754,0.3750002041933193,0.04166666676216578,0.04166666690590683,0.04166666675646875,0.04166666671574941,0.04166666675475781,0.3749997952161503
museum,0.3749999021847487,0.04166666671161521,0.041666666719431845,0.04166666679892285,0.041666666716341984,0.04166666669377528,0.3750000974998432,0.04166666667532079
mushrooms,0.5624999995183712,0.06250000005958069,0.0625000000697597,0.06250000017483918,0.06250000006564985,0.06250000003589339,0.06250000006443539,0.06250000001147085
mushy,0.06250000001051889,0.06250000002962332,0.06250000003479468,0.06250000008713733,0.06250000003271283,0.5624999997673799,0.06250000003211321,0.0625000000057199
music,0.07327569777594789,0.0732758873339902,0.004310344840950825,0.004310344861118301,0.2801727835747083,0.09051455508157229,0.00431034483993592,0.4698300416917762
musical,0.1272999210977172,0.12500007330409493,0.013888888940918703,0.013888889019434988,0.23611141517434922,0.16435564096109262,0.01388888893698258,0.3055662825654099
musicians,0.02500000001355409,0.02500000003822388,0.025000000044861782,0.02500000011248745,0.025000000042226283,0.025000000023056294,0.42500024978933204,0.4249997499362581
musky,0.5624999995407701,0.06250000005668907,0.06250000006649724,0.06250000016675925,0.06250000006265541,0.06250000003423298,0.06250000006146754,0.06250000001092842
muslin,0.06250000000591627,0.06250000001666006,0.06250000001955255,0.06250000004904599,0.06250000001840293,0.0625000000100526,0.5624999998771517,0.06250000000321784
must,0.45477204873887755,0.0036764705968669077,0.06250002677175885,0.0036764706136515972,0.0036764705977715756,0.19362383041261785,0.003676470597593871,0.27439821167086176
mustache,0.19500414769320137,0.011363636393620922,0.011363636398818796,0.011363636451884923,0.011363636396759127,0.10227271536071084,0.10227278677639068,0.5549958045286134
mustard,0.6110772070630657,0.025000000077118684,0.025000000090148227,0.025000000226029467,0.02500000008499123,0.02507697962979253,0.025000000083367994,0.23884581274548608
musty,0.025000000016610815,0.0250000000468549,0.22500010707525453,0.025000000137890707,0.025000000051753925,0.025000000028244942,0.22500009733115955,0.42499979531223064
mute,0.12807563458277985,0.22500020798909107,0.025000000097336248,0.025000000243963903,0.025000000091547757,0.22500007677919823,0.025000000089972094,0.32192408012611085
muted,0.562499999588452,0.06250000005080945,0.06250000005964192,0.06250000014938498,0.06250000005615673,0.062500000030657,0.06250000005508795,0.06250000000981003
muttered,0.06250000003374016,0.06250000009487813,0.06250000011143321,0.06250000027895809,0.0625000001048479,0.06250000005728822,0.06250000010306578,0.5624999992157885
muttering,0.3749998800628797,0.041666666716081796,0.37500011959470275,0.04166666681214748,0.041666666721280325,0.04166666669649288,0.04166666672024973,0.04166666667616506
mutual,0.04166666669481614,0.041666666745983634,0.0416666667597905,0.04166666690007359,0.04166666675431838,0.37500009559991404,0.04166666675265977,0.3749999037924439
myrrh,0.06250000003812228,0.06250000010733922,0.06250000012574364,0.06250000031530609,0.06250000011846649,0.06250000006468305,0.06250000011624761,0.5624999991140915
mysteries,0.562499999588452,0.06250000005080945,0.06250000005964192,0.06250000014938498,0.06250000005615673,0.062500000030657,0.06250000005508795,0.06250000000981003
mysterious,0.2232141924671443,0.15178587772475718,0.08035716774309443,0.008928571520700996,0.15178589790566435,0.08035705581504152,0.15178589388614508,0.15178534293745224
mysteriously,0.5624563423640934,0.06250000007573521,0.06250000008896649,0.0625000002225363,0.06250000008350769,0.06250000004568443,0.06250000008217338,0.06254365703730332
mystery,0.42500004874047337,0.025000000048475732,0.025000000056873115,0.025000000142632036,0.025000000053550617,0.02500000002924393,0.025000000052534523,0.42499995087621667
mystification,0.06250000001042742,0.06250000002935131,0.06250000003443781,0.06250000008637782,0.0625000000324593,0.5624999997694712,0.06250000003181579,0.06250000000565932
mystique,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
myth,0.06250000003179126,0.06250000008943807,0.06250000010497701,0.062500000263059,0.06250000009885068,0.06250000005403487,0.06250000009696238,0.5624999992608867
mythical,0.04166666668739496,0.04166666672510732,0.0416666667352513,0.04166666683856011,0.04166666673121084,0.04166666670192216,0.04166666672999386,0.7083333328505594
mythological,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
naciancenes,0.5624999995407701,0.06250000005668907,0.06250000006649724,0.06250000016675925,0.06250000006265541,0.06250000003423298,0.06250000006146754,0.06250000001092842
nail,0.37499989846103476,0.37500010119531463,0.041666666723432326,0.04166666680909868,0.041666666720150757,0.04166666669587007,0.04166666671912886,0.04166666667597007
nailed,0.017857142867277687,0.017857142885757744,0.017857142890737872,0.0178571429413823,0.017857142888761477,0.303571502209342,0.017857142888174977,0.589285640428566
